f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11
7.23E+01,1.67E+03,6.85E+01,2.03E+00,3.26E+02,3.72E+04,-9.26E+02,-1.48E+01,-1.87E+02,1.83E+00,2.75E-01
7.28E+01,1.72E+03,7.08E+01,2.09E+00,3.47E+02,3.82E+04,-1.01E+03,-1.54E+01,-1.87E+02,1.92E+00,2.74E-01
7.22E+01,1.67E+03,6.85E+01,2.02E+00,3.24E+02,3.70E+04,-9.02E+02,-1.48E+01,-1.86E+02,1.85E+00,3.03E-01
7.23E+01,1.67E+03,6.86E+01,2.02E+00,3.25E+02,3.71E+04,-9.12E+02,-1.48E+01,-1.87E+02,1.85E+00,2.98E-01
7.23E+01,1.67E+03,6.85E+01,2.03E+00,3.26E+02,3.72E+04,-9.26E+02,-1.48E+01,-1.87E+02,1.83E+00,2.75E-01
7.28E+01,1.72E+03,7.07E+01,2.09E+00,3.46E+02,3.82E+04,-1.01E+03,-1.54E+01,-1.87E+02,1.92E+00,2.75E-01
7.22E+01,1.67E+03,6.85E+01,2.02E+00,3.24E+02,3.70E+04,-9.02E+02,-1.48E+01,-1.86E+02,1.85E+00,3.03E-01
7.23E+01,1.67E+03,6.86E+01,2.02E+00,3.25E+02,3.71E+04,-9.12E+02,-1.48E+01,-1.87E+02,1.85E+00,2.98E-01
7.23E+01,1.67E+03,6.85E+01,2.03E+00,3.26E+02,3.72E+04,-9.26E+02,-1.48E+01,-1.87E+02,1.83E+00,2.75E-01
7.28E+01,1.72E+03,7.07E+01,2.09E+00,3.46E+02,3.82E+04,-1.01E+03,-1.54E+01,-1.87E+02,1.92E+00,2.75E-01
7.23E+01,1.67E+03,6.86E+01,2.02E+00,3.25E+02,3.71E+04,-9.11E+02,-1.48E+01,-1.87E+02,1.84E+00,2.99E-01
7.23E+01,1.67E+03,6.86E+01,2.02E+00,3.25E+02,3.71E+04,-9.12E+02,-1.48E+01,-1.87E+02,1.85E+00,2.98E-01
7.23E+01,1.67E+03,6.84E+01,2.03E+00,3.26E+02,3.71E+04,-9.21E+02,-1.48E+01,-1.87E+02,1.83E+00,2.78E-01
7.28E+01,1.72E+03,7.07E+01,2.09E+00,3.46E+02,3.82E+04,-1.01E+03,-1.54E+01,-1.87E+02,1.92E+00,2.75E-01
7.22E+01,1.67E+03,6.84E+01,2.02E+00,3.24E+02,3.70E+04,-9.03E+02,-1.48E+01,-1.86E+02,1.85E+00,2.98E-01
7.23E+01,1.67E+03,6.86E+01,2.02E+00,3.25E+02,3.71E+04,-9.11E+02,-1.48E+01,-1.87E+02,1.84E+00,2.99E-01
7.23E+01,1.67E+03,6.84E+01,2.03E+00,3.26E+02,3.71E+04,-9.21E+02,-1.48E+01,-1.87E+02,1.83E+00,2.78E-01
7.28E+01,1.72E+03,7.07E+01,2.09E+00,3.46E+02,3.82E+04,-1.01E+03,-1.54E+01,-1.87E+02,1.92E+00,2.75E-01
7.22E+01,1.67E+03,6.84E+01,2.02E+00,3.24E+02,3.70E+04,-9.03E+02,-1.48E+01,-1.86E+02,1.85E+00,2.98E-01
7.23E+01,1.67E+03,6.86E+01,2.02E+00,3.25E+02,3.71E+04,-9.11E+02,-1.48E+01,-1.87E+02,1.84E+00,2.99E-01
7.23E+01,1.67E+03,6.84E+01,2.03E+00,3.26E+02,3.71E+04,-9.21E+02,-1.48E+01,-1.87E+02,1.83E+00,2.78E-01
7.28E+01,1.72E+03,7.07E+01,2.09E+00,3.46E+02,3.82E+04,-1.01E+03,-1.54E+01,-1.87E+02,1.92E+00,2.75E-01
7.22E+01,1.67E+03,6.84E+01,2.02E+00,3.24E+02,3.70E+04,-9.03E+02,-1.48E+01,-1.86E+02,1.85E+00,2.98E-01
7.23E+01,1.67E+03,6.86E+01,2.02E+00,3.25E+02,3.71E+04,-9.11E+02,-1.48E+01,-1.87E+02,1.84E+00,2.99E-01
7.23E+01,1.67E+03,6.83E+01,2.03E+00,3.26E+02,3.71E+04,-9.21E+02,-1.48E+01,-1.87E+02,1.83E+00,2.68E-01
7.28E+01,1.72E+03,7.07E+01,2.09E+00,3.46E+02,3.82E+04,-1.01E+03,-1.54E+01,-1.87E+02,1.92E+00,2.75E-01
7.22E+01,1.67E+03,6.83E+01,2.02E+00,3.23E+02,3.70E+04,-9.01E+02,-1.48E+01,-1.86E+02,1.85E+00,3.00E-01
7.23E+01,1.67E+03,6.86E+01,2.02E+00,3.25E+02,3.71E+04,-9.11E+02,-1.48E+01,-1.87E+02,1.84E+00,2.99E-01
7.22E+01,1.67E+03,6.81E+01,2.02E+00,3.26E+02,3.71E+04,-9.22E+02,-1.49E+01,-1.87E+02,1.84E+00,2.51E-01
7.28E+01,1.72E+03,7.07E+01,2.09E+00,3.46E+02,3.82E+04,-1.01E+03,-1.54E+01,-1.87E+02,1.92E+00,2.75E-01
7.22E+01,1.67E+03,6.83E+01,2.02E+00,3.23E+02,3.70E+04,-9.01E+02,-1.48E+01,-1.86E+02,1.85E+00,3.00E-01
7.23E+01,1.67E+03,6.86E+01,2.02E+00,3.25E+02,3.71E+04,-9.11E+02,-1.48E+01,-1.87E+02,1.84E+00,2.99E-01
7.22E+01,1.67E+03,6.81E+01,2.02E+00,3.26E+02,3.71E+04,-9.22E+02,-1.49E+01,-1.87E+02,1.84E+00,2.51E-01
7.28E+01,1.72E+03,7.06E+01,2.09E+00,3.46E+02,3.82E+04,-1.01E+03,-1.54E+01,-1.87E+02,1.92E+00,2.67E-01
7.22E+01,1.67E+03,6.83E+01,2.02E+00,3.23E+02,3.70E+04,-9.01E+02,-1.48E+01,-1.86E+02,1.85E+00,3.00E-01
7.23E+01,1.67E+03,6.86E+01,2.02E+00,3.25E+02,3.71E+04,-9.11E+02,-1.48E+01,-1.87E+02,1.84E+00,2.99E-01
7.22E+01,1.67E+03,6.81E+01,2.02E+00,3.26E+02,3.71E+04,-9.22E+02,-1.49E+01,-1.87E+02,1.84E+00,2.51E-01
7.28E+01,1.72E+03,7.04E+01,2.08E+00,3.46E+02,3.82E+04,-1.01E+03,-1.54E+01,-1.87E+02,1.92E+00,2.60E-01
7.22E+01,1.67E+03,6.83E+01,2.02E+00,3.23E+02,3.70E+04,-9.01E+02,-1.48E+01,-1.86E+02,1.85E+00,3.00E-01
7.23E+01,1.67E+03,6.86E+01,2.02E+00,3.25E+02,3.71E+04,-9.11E+02,-1.48E+01,-1.87E+02,1.84E+00,2.99E-01
7.22E+01,1.67E+03,6.81E+01,2.02E+00,3.26E+02,3.71E+04,-9.22E+02,-1.49E+01,-1.87E+02,1.84E+00,2.51E-01
7.28E+01,1.72E+03,7.04E+01,2.08E+00,3.46E+02,3.82E+04,-1.01E+03,-1.54E+01,-1.87E+02,1.92E+00,2.60E-01
7.22E+01,1.67E+03,6.83E+01,2.02E+00,3.23E+02,3.70E+04,-9.01E+02,-1.48E+01,-1.86E+02,1.85E+00,3.00E-01
7.23E+01,1.67E+03,6.86E+01,2.02E+00,3.25E+02,3.71E+04,-9.11E+02,-1.48E+01,-1.87E+02,1.84E+00,2.98E-01
7.22E+01,1.67E+03,6.81E+01,2.02E+00,3.26E+02,3.71E+04,-9.22E+02,-1.49E+01,-1.87E+02,1.84E+00,2.51E-01
7.27E+01,1.72E+03,7.04E+01,2.08E+00,3.46E+02,3.81E+04,-1.00E+03,-1.54E+01,-1.87E+02,1.92E+00,2.49E-01
7.22E+01,1.67E+03,6.83E+01,2.02E+00,3.23E+02,3.70E+04,-9.01E+02,-1.48E+01,-1.86E+02,1.85E+00,3.00E-01
7.23E+01,1.67E+03,6.86E+01,2.02E+00,3.24E+02,3.70E+04,-9.09E+02,-1.48E+01,-1.86E+02,1.85E+00,3.00E-01
7.22E+01,1.67E+03,6.81E+01,2.02E+00,3.26E+02,3.71E+04,-9.22E+02,-1.49E+01,-1.87E+02,1.84E+00,2.51E-01
7.27E+01,1.72E+03,7.04E+01,2.08E+00,3.46E+02,3.81E+04,-1.00E+03,-1.54E+01,-1.87E+02,1.92E+00,2.49E-01
7.22E+01,1.67E+03,6.82E+01,2.01E+00,3.23E+02,3.70E+04,-8.96E+02,-1.48E+01,-1.86E+02,1.85E+00,2.86E-01
7.22E+01,1.67E+03,6.83E+01,2.02E+00,3.23E+02,3.70E+04,-9.01E+02,-1.48E+01,-1.86E+02,1.85E+00,3.00E-01
7.22E+01,1.67E+03,6.81E+01,2.02E+00,3.26E+02,3.71E+04,-9.22E+02,-1.49E+01,-1.87E+02,1.84E+00,2.51E-01
7.27E+01,1.72E+03,7.04E+01,2.08E+00,3.46E+02,3.81E+04,-1.00E+03,-1.54E+01,-1.87E+02,1.92E+00,2.49E-01
7.22E+01,1.66E+03,6.82E+01,2.01E+00,3.23E+02,3.69E+04,-8.94E+02,-1.48E+01,-1.86E+02,1.85E+00,2.87E-01
7.22E+01,1.67E+03,6.83E+01,2.02E+00,3.23E+02,3.70E+04,-9.01E+02,-1.48E+01,-1.86E+02,1.85E+00,3.00E-01
7.22E+01,1.67E+03,6.81E+01,2.02E+00,3.26E+02,3.71E+04,-9.22E+02,-1.49E+01,-1.87E+02,1.84E+00,2.51E-01
7.27E+01,1.72E+03,7.04E+01,2.08E+00,3.46E+02,3.81E+04,-1.00E+03,-1.54E+01,-1.87E+02,1.92E+00,2.49E-01
7.22E+01,1.66E+03,6.82E+01,2.01E+00,3.23E+02,3.69E+04,-8.94E+02,-1.48E+01,-1.86E+02,1.85E+00,2.87E-01
7.22E+01,1.67E+03,6.83E+01,2.02E+00,3.23E+02,3.70E+04,-9.01E+02,-1.48E+01,-1.86E+02,1.85E+00,3.00E-01
7.22E+01,1.67E+03,6.81E+01,2.02E+00,3.26E+02,3.71E+04,-9.22E+02,-1.49E+01,-1.87E+02,1.84E+00,2.51E-01
7.27E+01,1.72E+03,7.04E+01,2.08E+00,3.46E+02,3.81E+04,-1.00E+03,-1.54E+01,-1.87E+02,1.92E+00,2.49E-01
7.22E+01,1.66E+03,6.82E+01,2.01E+00,3.23E+02,3.69E+04,-8.94E+02,-1.48E+01,-1.86E+02,1.85E+00,2.87E-01
7.22E+01,1.67E+03,6.83E+01,2.02E+00,3.23E+02,3.70E+04,-9.01E+02,-1.48E+01,-1.86E+02,1.85E+00,3.00E-01
7.22E+01,1.67E+03,6.81E+01,2.02E+00,3.26E+02,3.71E+04,-9.22E+02,-1.49E+01,-1.87E+02,1.84E+00,2.51E-01
7.27E+01,1.71E+03,7.02E+01,2.08E+00,3.43E+02,3.81E+04,-9.94E+02,-1.54E+01,-1.88E+02,1.89E+00,2.27E-01
7.21E+01,1.66E+03,6.77E+01,2.02E+00,3.21E+02,3.69E+04,-8.92E+02,-1.49E+01,-1.87E+02,1.82E+00,2.50E-01
7.22E+01,1.67E+03,6.82E+01,2.02E+00,3.23E+02,3.70E+04,-8.96E+02,-1.48E+01,-1.86E+02,1.85E+00,2.85E-01
7.22E+01,1.67E+03,6.81E+01,2.02E+00,3.26E+02,3.71E+04,-9.22E+02,-1.49E+01,-1.87E+02,1.84E+00,2.51E-01
7.27E+01,1.71E+03,7.02E+01,2.08E+00,3.43E+02,3.81E+04,-9.94E+02,-1.54E+01,-1.88E+02,1.89E+00,2.27E-01
7.21E+01,1.66E+03,6.77E+01,2.01E+00,3.18E+02,3.68E+04,-8.67E+02,-1.48E+01,-1.86E+02,1.84E+00,2.82E-01
7.21E+01,1.66E+03,6.77E+01,2.02E+00,3.21E+02,3.69E+04,-8.92E+02,-1.49E+01,-1.87E+02,1.82E+00,2.50E-01
7.22E+01,1.67E+03,6.81E+01,2.02E+00,3.26E+02,3.71E+04,-9.22E+02,-1.49E+01,-1.87E+02,1.84E+00,2.51E-01
7.21E+01,1.66E+03,6.77E+01,2.01E+00,3.18E+02,3.68E+04,-8.67E+02,-1.48E+01,-1.86E+02,1.84E+00,2.82E-01
7.21E+01,1.66E+03,6.77E+01,2.02E+00,3.19E+02,3.68E+04,-8.72E+02,-1.49E+01,-1.86E+02,1.84E+00,2.79E-01
7.21E+01,1.66E+03,6.77E+01,2.02E+00,3.21E+02,3.69E+04,-8.93E+02,-1.48E+01,-1.87E+02,1.82E+00,2.48E-01
7.27E+01,1.72E+03,7.04E+01,2.08E+00,3.46E+02,3.82E+04,-1.02E+03,-1.53E+01,-1.88E+02,1.90E+00,2.31E-01
7.21E+01,1.66E+03,6.77E+01,2.01E+00,3.18E+02,3.68E+04,-8.67E+02,-1.48E+01,-1.86E+02,1.84E+00,2.82E-01
7.21E+01,1.66E+03,6.77E+01,2.02E+00,3.19E+02,3.68E+04,-8.72E+02,-1.49E+01,-1.86E+02,1.84E+00,2.79E-01
7.20E+01,1.69E+03,7.05E+01,2.02E+00,3.35E+02,3.75E+04,-9.62E+02,-1.50E+01,-1.87E+02,1.88E+00,2.90E-01
7.21E+01,1.66E+03,6.77E+01,2.01E+00,3.18E+02,3.68E+04,-8.67E+02,-1.48E+01,-1.86E+02,1.84E+00,2.82E-01
7.21E+01,1.66E+03,6.76E+01,2.02E+00,3.18E+02,3.68E+04,-8.70E+02,-1.49E+01,-1.86E+02,1.84E+00,2.79E-01
7.22E+01,1.67E+03,6.81E+01,2.02E+00,3.23E+02,3.70E+04,-8.97E+02,-1.48E+01,-1.86E+02,1.85E+00,2.83E-01
7.19E+01,1.68E+03,7.00E+01,2.02E+00,3.30E+02,3.73E+04,-9.34E+02,-1.51E+01,-1.87E+02,1.87E+00,2.84E-01
7.21E+01,1.65E+03,6.74E+01,2.01E+00,3.17E+02,3.67E+04,-8.59E+02,-1.48E+01,-1.86E+02,1.84E+00,2.79E-01
7.21E+01,1.66E+03,6.77E+01,2.01E+00,3.18E+02,3.68E+04,-8.67E+02,-1.48E+01,-1.86E+02,1.84E+00,2.82E-01
7.21E+01,1.66E+03,6.76E+01,2.02E+00,3.18E+02,3.68E+04,-8.70E+02,-1.49E+01,-1.86E+02,1.84E+00,2.79E-01
7.22E+01,1.67E+03,6.81E+01,2.02E+00,3.23E+02,3.70E+04,-8.97E+02,-1.48E+01,-1.86E+02,1.85E+00,2.83E-01
7.19E+01,1.65E+03,6.75E+01,2.02E+00,3.18E+02,3.67E+04,-8.50E+02,-1.47E+01,-1.86E+02,1.89E+00,2.78E-01
7.21E+01,1.65E+03,6.74E+01,2.01E+00,3.17E+02,3.67E+04,-8.59E+02,-1.48E+01,-1.86E+02,1.84E+00,2.79E-01
7.21E+01,1.66E+03,6.76E+01,2.02E+00,3.18E+02,3.68E+04,-8.70E+02,-1.49E+01,-1.86E+02,1.84E+00,2.79E-01
7.19E+01,1.65E+03,6.74E+01,2.02E+00,3.18E+02,3.67E+04,-8.51E+02,-1.47E+01,-1.86E+02,1.89E+00,2.75E-01
7.21E+01,1.65E+03,6.74E+01,2.01E+00,3.16E+02,3.67E+04,-8.57E+02,-1.48E+01,-1.86E+02,1.84E+00,2.80E-01
7.21E+01,1.66E+03,6.76E+01,2.02E+00,3.18E+02,3.68E+04,-8.69E+02,-1.49E+01,-1.86E+02,1.84E+00,2.80E-01
7.19E+01,1.65E+03,6.72E+01,2.02E+00,3.16E+02,3.67E+04,-8.46E+02,-1.47E+01,-1.86E+02,1.89E+00,2.70E-01
7.19E+01,1.65E+03,6.74E+01,2.02E+00,3.18E+02,3.67E+04,-8.51E+02,-1.47E+01,-1.86E+02,1.89E+00,2.75E-01
7.21E+01,1.65E+03,6.74E+01,2.01E+00,3.16E+02,3.67E+04,-8.57E+02,-1.48E+01,-1.86E+02,1.84E+00,2.80E-01
7.19E+01,1.65E+03,6.72E+01,2.02E+00,3.16E+02,3.67E+04,-8.46E+02,-1.47E+01,-1.86E+02,1.89E+00,2.70E-01
7.19E+01,1.65E+03,6.74E+01,2.02E+00,3.17E+02,3.67E+04,-8.50E+02,-1.47E+01,-1.86E+02,1.88E+00,2.75E-01
7.19E+01,1.65E+03,6.74E+01,2.02E+00,3.18E+02,3.67E+04,-8.51E+02,-1.47E+01,-1.86E+02,1.89E+00,2.75E-01
7.21E+01,1.65E+03,6.74E+01,2.01E+00,3.16E+02,3.67E+04,-8.57E+02,-1.48E+01,-1.86E+02,1.84E+00,2.80E-01
7.19E+01,1.65E+03,6.72E+01,2.02E+00,3.16E+02,3.67E+04,-8.46E+02,-1.47E+01,-1.86E+02,1.89E+00,2.70E-01
7.19E+01,1.65E+03,6.74E+01,2.02E+00,3.17E+02,3.67E+04,-8.50E+02,-1.47E+01,-1.86E+02,1.88E+00,2.75E-01
7.19E+01,1.65E+03,6.74E+01,2.02E+00,3.18E+02,3.67E+04,-8.51E+02,-1.47E+01,-1.86E+02,1.89E+00,2.75E-01
7.21E+01,1.65E+03,6.74E+01,2.01E+00,3.16E+02,3.67E+04,-8.57E+02,-1.48E+01,-1.86E+02,1.84E+00,2.80E-01
7.19E+01,1.65E+03,6.72E+01,2.02E+00,3.16E+02,3.67E+04,-8.46E+02,-1.47E+01,-1.86E+02,1.89E+00,2.70E-01
7.19E+01,1.65E+03,6.74E+01,2.02E+00,3.17E+02,3.67E+04,-8.50E+02,-1.47E+01,-1.86E+02,1.88E+00,2.75E-01
7.19E+01,1.65E+03,6.74E+01,2.02E+00,3.18E+02,3.67E+04,-8.51E+02,-1.47E+01,-1.86E+02,1.89E+00,2.75E-01
7.21E+01,1.65E+03,6.73E+01,2.01E+00,3.16E+02,3.67E+04,-8.55E+02,-1.48E+01,-1.86E+02,1.84E+00,2.76E-01
7.20E+01,1.65E+03,6.72E+01,2.02E+00,3.16E+02,3.66E+04,-8.41E+02,-1.47E+01,-1.86E+02,1.88E+00,2.83E-01
7.19E+01,1.65E+03,6.72E+01,2.02E+00,3.16E+02,3.67E+04,-8.46E+02,-1.47E+01,-1.86E+02,1.89E+00,2.70E-01
7.20E+01,1.65E+03,6.72E+01,2.02E+00,3.16E+02,3.66E+04,-8.41E+02,-1.47E+01,-1.86E+02,1.88E+00,2.83E-01
7.20E+01,1.65E+03,6.72E+01,2.02E+00,3.16E+02,3.66E+04,-8.41E+02,-1.47E+01,-1.86E+02,1.88E+00,2.83E-01
7.19E+01,1.65E+03,6.72E+01,2.02E+00,3.16E+02,3.67E+04,-8.46E+02,-1.47E+01,-1.86E+02,1.89E+00,2.70E-01
7.20E+01,1.64E+03,6.72E+01,2.02E+00,3.15E+02,3.66E+04,-8.37E+02,-1.47E+01,-1.86E+02,1.88E+00,2.90E-01
7.20E+01,1.65E+03,6.72E+01,2.02E+00,3.15E+02,3.66E+04,-8.38E+02,-1.47E+01,-1.86E+02,1.89E+00,2.88E-01
7.20E+01,1.65E+03,6.72E+01,2.02E+00,3.16E+02,3.66E+04,-8.41E+02,-1.47E+01,-1.86E+02,1.88E+00,2.83E-01
7.18E+01,1.64E+03,6.71E+01,2.03E+00,3.15E+02,3.65E+04,-8.18E+02,-1.46E+01,-1.86E+02,1.92E+00,2.78E-01
7.20E+01,1.64E+03,6.73E+01,2.02E+00,3.15E+02,3.66E+04,-8.37E+02,-1.47E+01,-1.86E+02,1.88E+00,2.95E-01
7.20E+01,1.65E+03,6.72E+01,2.02E+00,3.16E+02,3.66E+04,-8.41E+02,-1.47E+01,-1.86E+02,1.88E+00,2.83E-01
7.18E+01,1.64E+03,6.71E+01,2.03E+00,3.14E+02,3.65E+04,-8.14E+02,-1.46E+01,-1.86E+02,1.92E+00,2.86E-01
7.18E+01,1.64E+03,6.71E+01,2.03E+00,3.15E+02,3.65E+04,-8.18E+02,-1.46E+01,-1.86E+02,1.92E+00,2.78E-01
7.20E+01,1.64E+03,6.73E+01,2.02E+00,3.15E+02,3.66E+04,-8.37E+02,-1.47E+01,-1.86E+02,1.88E+00,2.95E-01
7.20E+01,1.65E+03,6.72E+01,2.02E+00,3.17E+02,3.67E+04,-8.55E+02,-1.47E+01,-1.86E+02,1.91E+00,2.62E-01
7.18E+01,1.64E+03,6.71E+01,2.03E+00,3.14E+02,3.65E+04,-8.14E+02,-1.46E+01,-1.86E+02,1.92E+00,2.86E-01
7.19E+01,1.64E+03,6.71E+01,2.03E+00,3.14E+02,3.65E+04,-8.17E+02,-1.46E+01,-1.86E+02,1.92E+00,2.86E-01
7.20E+01,1.64E+03,6.73E+01,2.02E+00,3.15E+02,3.66E+04,-8.37E+02,-1.47E+01,-1.86E+02,1.88E+00,2.95E-01
7.18E+01,1.64E+03,6.70E+01,2.03E+00,3.13E+02,3.65E+04,-8.01E+02,-1.45E+01,-1.86E+02,1.93E+00,2.95E-01
7.18E+01,1.64E+03,6.71E+01,2.03E+00,3.14E+02,3.65E+04,-8.14E+02,-1.46E+01,-1.86E+02,1.92E+00,2.86E-01
7.20E+01,1.64E+03,6.72E+01,2.02E+00,3.15E+02,3.66E+04,-8.37E+02,-1.47E+01,-1.86E+02,1.88E+00,2.94E-01
7.18E+01,1.63E+03,6.67E+01,2.04E+00,3.12E+02,3.64E+04,-7.90E+02,-1.46E+01,-1.86E+02,1.94E+00,2.88E-01
7.18E+01,1.64E+03,6.70E+01,2.03E+00,3.13E+02,3.65E+04,-8.01E+02,-1.45E+01,-1.86E+02,1.93E+00,2.95E-01
7.20E+01,1.64E+03,6.72E+01,2.02E+00,3.15E+02,3.66E+04,-8.37E+02,-1.47E+01,-1.86E+02,1.88E+00,2.94E-01
7.17E+01,1.62E+03,6.66E+01,2.03E+00,3.08E+02,3.62E+04,-7.73E+02,-1.45E+01,-1.86E+02,1.93E+00,2.92E-01
7.18E+01,1.63E+03,6.66E+01,2.04E+00,3.12E+02,3.64E+04,-7.90E+02,-1.46E+01,-1.86E+02,1.94E+00,2.87E-01
7.17E+01,1.62E+03,6.66E+01,2.03E+00,3.08E+02,3.62E+04,-7.73E+02,-1.45E+01,-1.86E+02,1.93E+00,2.92E-01
7.18E+01,1.63E+03,6.66E+01,2.04E+00,3.12E+02,3.64E+04,-7.90E+02,-1.46E+01,-1.86E+02,1.94E+00,2.87E-01
7.16E+01,1.62E+03,6.62E+01,2.03E+00,3.06E+02,3.61E+04,-7.62E+02,-1.46E+01,-1.85E+02,1.94E+00,2.91E-01
7.17E+01,1.62E+03,6.66E+01,2.03E+00,3.08E+02,3.62E+04,-7.73E+02,-1.45E+01,-1.86E+02,1.93E+00,2.92E-01
7.18E+01,1.63E+03,6.66E+01,2.04E+00,3.12E+02,3.64E+04,-7.90E+02,-1.46E+01,-1.86E+02,1.94E+00,2.87E-01
7.16E+01,1.62E+03,6.62E+01,2.03E+00,3.06E+02,3.61E+04,-7.62E+02,-1.46E+01,-1.85E+02,1.94E+00,2.91E-01
7.17E+01,1.63E+03,6.63E+01,2.03E+00,3.07E+02,3.62E+04,-7.73E+02,-1.46E+01,-1.85E+02,1.93E+00,2.85E-01
