f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11
7.18E+01,1.59E+03,6.47E+01,2.03E+00,2.91E+02,3.55E+04,-7.02E+02,-1.44E+01,-1.84E+02,1.93E+00,3.00E-01
7.16E+01,1.58E+03,6.42E+01,2.04E+00,2.87E+02,3.53E+04,-6.58E+02,-1.43E+01,-1.83E+02,1.95E+00,2.88E-01
7.18E+01,1.58E+03,6.47E+01,2.04E+00,2.88E+02,3.54E+04,-6.69E+02,-1.43E+01,-1.84E+02,1.94E+00,3.26E-01
7.18E+01,1.59E+03,6.47E+01,2.03E+00,2.91E+02,3.55E+04,-7.02E+02,-1.44E+01,-1.84E+02,1.93E+00,3.00E-01
7.16E+01,1.58E+03,6.42E+01,2.04E+00,2.87E+02,3.53E+04,-6.58E+02,-1.43E+01,-1.83E+02,1.95E+00,2.88E-01
7.18E+01,1.58E+03,6.44E+01,2.04E+00,2.87E+02,3.54E+04,-6.59E+02,-1.43E+01,-1.84E+02,1.94E+00,3.25E-01
7.18E+01,1.58E+03,6.47E+01,2.04E+00,2.88E+02,3.54E+04,-6.69E+02,-1.43E+01,-1.84E+02,1.94E+00,3.26E-01
7.18E+01,1.59E+03,6.47E+01,2.03E+00,2.91E+02,3.55E+04,-7.02E+02,-1.44E+01,-1.84E+02,1.93E+00,3.00E-01
7.16E+01,1.58E+03,6.42E+01,2.04E+00,2.87E+02,3.53E+04,-6.59E+02,-1.43E+01,-1.83E+02,1.95E+00,2.87E-01
7.18E+01,1.58E+03,6.44E+01,2.04E+00,2.87E+02,3.54E+04,-6.59E+02,-1.43E+01,-1.84E+02,1.94E+00,3.25E-01
7.18E+01,1.58E+03,6.47E+01,2.04E+00,2.88E+02,3.54E+04,-6.69E+02,-1.43E+01,-1.84E+02,1.94E+00,3.26E-01
7.18E+01,1.59E+03,6.47E+01,2.03E+00,2.91E+02,3.55E+04,-7.02E+02,-1.44E+01,-1.84E+02,1.93E+00,3.00E-01
7.16E+01,1.58E+03,6.42E+01,2.04E+00,2.87E+02,3.53E+04,-6.60E+02,-1.43E+01,-1.83E+02,1.95E+00,2.88E-01
7.18E+01,1.58E+03,6.44E+01,2.04E+00,2.87E+02,3.54E+04,-6.59E+02,-1.43E+01,-1.84E+02,1.94E+00,3.25E-01
7.18E+01,1.58E+03,6.47E+01,2.04E+00,2.88E+02,3.54E+04,-6.69E+02,-1.43E+01,-1.84E+02,1.94E+00,3.26E-01
7.18E+01,1.59E+03,6.47E+01,2.03E+00,2.91E+02,3.55E+04,-7.02E+02,-1.44E+01,-1.84E+02,1.93E+00,3.00E-01
7.16E+01,1.58E+03,6.42E+01,2.04E+00,2.87E+02,3.53E+04,-6.60E+02,-1.43E+01,-1.83E+02,1.95E+00,2.85E-01
7.18E+01,1.58E+03,6.44E+01,2.04E+00,2.87E+02,3.54E+04,-6.59E+02,-1.43E+01,-1.84E+02,1.94E+00,3.25E-01
7.17E+01,1.58E+03,6.46E+01,2.04E+00,2.88E+02,3.54E+04,-6.69E+02,-1.43E+01,-1.84E+02,1.95E+00,3.07E-01
7.18E+01,1.59E+03,6.47E+01,2.03E+00,2.91E+02,3.55E+04,-7.02E+02,-1.44E+01,-1.84E+02,1.93E+00,3.00E-01
7.16E+01,1.58E+03,6.42E+01,2.04E+00,2.87E+02,3.53E+04,-6.60E+02,-1.43E+01,-1.83E+02,1.95E+00,2.85E-01
7.18E+01,1.58E+03,6.44E+01,2.04E+00,2.87E+02,3.54E+04,-6.59E+02,-1.43E+01,-1.84E+02,1.94E+00,3.25E-01
7.17E+01,1.58E+03,6.46E+01,2.04E+00,2.88E+02,3.54E+04,-6.69E+02,-1.43E+01,-1.84E+02,1.95E+00,3.07E-01
7.18E+01,1.59E+03,6.47E+01,2.03E+00,2.91E+02,3.55E+04,-7.02E+02,-1.45E+01,-1.84E+02,1.93E+00,3.04E-01
7.16E+01,1.58E+03,6.42E+01,2.04E+00,2.87E+02,3.53E+04,-6.60E+02,-1.43E+01,-1.83E+02,1.95E+00,2.85E-01
7.18E+01,1.58E+03,6.44E+01,2.04E+00,2.87E+02,3.54E+04,-6.59E+02,-1.43E+01,-1.84E+02,1.94E+00,3.25E-01
7.17E+01,1.58E+03,6.46E+01,2.04E+00,2.88E+02,3.54E+04,-6.69E+02,-1.43E+01,-1.84E+02,1.95E+00,3.07E-01
7.18E+01,1.59E+03,6.47E+01,2.04E+00,2.90E+02,3.55E+04,-6.75E+02,-1.43E+01,-1.84E+02,1.94E+00,3.32E-01
7.16E+01,1.58E+03,6.42E+01,2.04E+00,2.87E+02,3.53E+04,-6.60E+02,-1.43E+01,-1.83E+02,1.95E+00,2.85E-01
7.17E+01,1.58E+03,6.43E+01,2.04E+00,2.87E+02,3.53E+04,-6.58E+02,-1.43E+01,-1.84E+02,1.94E+00,3.25E-01
7.18E+01,1.58E+03,6.44E+01,2.04E+00,2.87E+02,3.54E+04,-6.59E+02,-1.43E+01,-1.84E+02,1.94E+00,3.25E-01
7.17E+01,1.58E+03,6.46E+01,2.04E+00,2.88E+02,3.54E+04,-6.69E+02,-1.43E+01,-1.84E+02,1.95E+00,3.07E-01
7.16E+01,1.58E+03,6.42E+01,2.04E+00,2.87E+02,3.53E+04,-6.60E+02,-1.43E+01,-1.83E+02,1.95E+00,2.85E-01
7.17E+01,1.58E+03,6.43E+01,2.04E+00,2.87E+02,3.53E+04,-6.58E+02,-1.43E+01,-1.84E+02,1.94E+00,3.25E-01
7.18E+01,1.58E+03,6.45E+01,2.04E+00,2.87E+02,3.54E+04,-6.60E+02,-1.43E+01,-1.84E+02,1.94E+00,3.33E-01
7.17E+01,1.58E+03,6.43E+01,2.04E+00,2.86E+02,3.53E+04,-6.49E+02,-1.43E+01,-1.84E+02,1.94E+00,3.30E-01
7.16E+01,1.58E+03,6.42E+01,2.04E+00,2.87E+02,3.53E+04,-6.58E+02,-1.43E+01,-1.83E+02,1.95E+00,2.86E-01
7.18E+01,1.58E+03,6.45E+01,2.04E+00,2.87E+02,3.54E+04,-6.60E+02,-1.43E+01,-1.84E+02,1.94E+00,3.33E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.86E+02,3.53E+04,-6.49E+02,-1.43E+01,-1.83E+02,1.95E+00,2.88E-01
7.17E+01,1.58E+03,6.43E+01,2.04E+00,2.86E+02,3.53E+04,-6.48E+02,-1.43E+01,-1.84E+02,1.94E+00,3.30E-01
7.16E+01,1.58E+03,6.42E+01,2.04E+00,2.87E+02,3.53E+04,-6.58E+02,-1.43E+01,-1.83E+02,1.95E+00,2.86E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.86E+02,3.53E+04,-6.48E+02,-1.43E+01,-1.83E+02,1.95E+00,2.89E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.86E+02,3.53E+04,-6.49E+02,-1.43E+01,-1.83E+02,1.95E+00,2.88E-01
7.17E+01,1.58E+03,6.43E+01,2.04E+00,2.86E+02,3.53E+04,-6.48E+02,-1.43E+01,-1.84E+02,1.94E+00,3.30E-01
7.16E+01,1.58E+03,6.42E+01,2.04E+00,2.87E+02,3.53E+04,-6.58E+02,-1.43E+01,-1.83E+02,1.95E+00,2.86E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.86E+02,3.53E+04,-6.48E+02,-1.43E+01,-1.83E+02,1.95E+00,2.89E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.86E+02,3.53E+04,-6.49E+02,-1.43E+01,-1.83E+02,1.95E+00,2.89E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.87E+02,3.53E+04,-6.58E+02,-1.43E+01,-1.83E+02,1.95E+00,2.85E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.86E+02,3.53E+04,-6.48E+02,-1.43E+01,-1.83E+02,1.95E+00,2.89E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.86E+02,3.53E+04,-6.49E+02,-1.43E+01,-1.83E+02,1.95E+00,2.88E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.86E+02,3.53E+04,-6.49E+02,-1.43E+01,-1.83E+02,1.95E+00,2.89E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.87E+02,3.53E+04,-6.58E+02,-1.43E+01,-1.83E+02,1.95E+00,2.85E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.85E+02,3.53E+04,-6.48E+02,-1.43E+01,-1.83E+02,1.95E+00,2.87E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.86E+02,3.53E+04,-6.49E+02,-1.43E+01,-1.83E+02,1.95E+00,2.85E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.87E+02,3.53E+04,-6.58E+02,-1.43E+01,-1.83E+02,1.95E+00,2.85E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.85E+02,3.53E+04,-6.48E+02,-1.43E+01,-1.84E+02,1.95E+00,2.89E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.87E+02,3.53E+04,-6.58E+02,-1.43E+01,-1.83E+02,1.95E+00,2.85E-01
7.18E+01,1.59E+03,6.44E+01,2.02E+00,2.91E+02,3.55E+04,-7.02E+02,-1.45E+01,-1.84E+02,1.92E+00,2.79E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.85E+02,3.53E+04,-6.48E+02,-1.43E+01,-1.84E+02,1.95E+00,2.89E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.86E+02,3.53E+04,-6.57E+02,-1.43E+01,-1.84E+02,1.94E+00,2.82E-01
7.17E+01,1.58E+03,6.44E+01,2.04E+00,2.87E+02,3.53E+04,-6.55E+02,-1.42E+01,-1.84E+02,1.94E+00,2.91E-01
7.18E+01,1.59E+03,6.44E+01,2.02E+00,2.91E+02,3.55E+04,-7.02E+02,-1.45E+01,-1.84E+02,1.92E+00,2.79E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.85E+02,3.53E+04,-6.48E+02,-1.43E+01,-1.84E+02,1.95E+00,2.89E-01
7.16E+01,1.58E+03,6.39E+01,2.04E+00,2.86E+02,3.53E+04,-6.54E+02,-1.43E+01,-1.83E+02,1.95E+00,2.79E-01
7.17E+01,1.58E+03,6.44E+01,2.04E+00,2.87E+02,3.53E+04,-6.55E+02,-1.42E+01,-1.84E+02,1.94E+00,2.91E-01
7.18E+01,1.59E+03,6.44E+01,2.02E+00,2.91E+02,3.55E+04,-7.02E+02,-1.45E+01,-1.84E+02,1.92E+00,2.82E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.85E+02,3.53E+04,-6.48E+02,-1.43E+01,-1.84E+02,1.95E+00,2.89E-01
7.16E+01,1.58E+03,6.39E+01,2.04E+00,2.86E+02,3.53E+04,-6.54E+02,-1.43E+01,-1.83E+02,1.95E+00,2.79E-01
7.17E+01,1.58E+03,6.44E+01,2.04E+00,2.87E+02,3.53E+04,-6.55E+02,-1.42E+01,-1.84E+02,1.94E+00,2.91E-01
7.18E+01,1.59E+03,6.43E+01,2.02E+00,2.90E+02,3.54E+04,-6.92E+02,-1.44E+01,-1.84E+02,1.92E+00,2.86E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.85E+02,3.53E+04,-6.48E+02,-1.43E+01,-1.84E+02,1.95E+00,2.89E-01
7.16E+01,1.58E+03,6.39E+01,2.04E+00,2.86E+02,3.53E+04,-6.54E+02,-1.43E+01,-1.83E+02,1.95E+00,2.79E-01
7.17E+01,1.58E+03,6.44E+01,2.04E+00,2.87E+02,3.53E+04,-6.55E+02,-1.42E+01,-1.84E+02,1.94E+00,2.91E-01
7.17E+01,1.58E+03,6.49E+01,2.03E+00,2.89E+02,3.54E+04,-6.72E+02,-1.41E+01,-1.84E+02,1.92E+00,2.77E-01
7.16E+01,1.58E+03,6.39E+01,2.05E+00,2.85E+02,3.52E+04,-6.45E+02,-1.43E+01,-1.83E+02,1.95E+00,2.87E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.85E+02,3.53E+04,-6.48E+02,-1.43E+01,-1.84E+02,1.95E+00,2.89E-01
7.16E+01,1.58E+03,6.39E+01,2.04E+00,2.86E+02,3.53E+04,-6.54E+02,-1.43E+01,-1.83E+02,1.95E+00,2.79E-01
7.17E+01,1.58E+03,6.49E+01,2.03E+00,2.89E+02,3.54E+04,-6.72E+02,-1.41E+01,-1.84E+02,1.92E+00,2.77E-01
7.16E+01,1.58E+03,6.40E+01,2.04E+00,2.85E+02,3.52E+04,-6.47E+02,-1.43E+01,-1.83E+02,1.95E+00,2.83E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.85E+02,3.53E+04,-6.48E+02,-1.43E+01,-1.84E+02,1.95E+00,2.89E-01
7.16E+01,1.58E+03,6.39E+01,2.04E+00,2.86E+02,3.53E+04,-6.54E+02,-1.43E+01,-1.83E+02,1.95E+00,2.79E-01
7.17E+01,1.58E+03,6.49E+01,2.03E+00,2.89E+02,3.54E+04,-6.72E+02,-1.41E+01,-1.84E+02,1.92E+00,2.77E-01
7.16E+01,1.58E+03,6.40E+01,2.04E+00,2.85E+02,3.52E+04,-6.47E+02,-1.43E+01,-1.83E+02,1.95E+00,2.83E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.85E+02,3.53E+04,-6.48E+02,-1.43E+01,-1.84E+02,1.95E+00,2.89E-01
7.16E+01,1.58E+03,6.39E+01,2.04E+00,2.86E+02,3.53E+04,-6.54E+02,-1.43E+01,-1.83E+02,1.95E+00,2.82E-01
7.17E+01,1.58E+03,6.48E+01,2.03E+00,2.89E+02,3.54E+04,-6.72E+02,-1.42E+01,-1.84E+02,1.91E+00,2.72E-01
7.16E+01,1.58E+03,6.39E+01,2.04E+00,2.85E+02,3.52E+04,-6.44E+02,-1.43E+01,-1.83E+02,1.95E+00,2.84E-01
7.16E+01,1.58E+03,6.40E+01,2.04E+00,2.85E+02,3.52E+04,-6.47E+02,-1.43E+01,-1.83E+02,1.95E+00,2.83E-01
7.16E+01,1.58E+03,6.41E+01,2.04E+00,2.85E+02,3.53E+04,-6.48E+02,-1.43E+01,-1.84E+02,1.95E+00,2.89E-01
7.16E+01,1.58E+03,6.40E+01,2.04E+00,2.86E+02,3.53E+04,-6.57E+02,-1.43E+01,-1.84E+02,1.94E+00,2.81E-01
7.16E+01,1.58E+03,6.39E+01,2.04E+00,2.85E+02,3.52E+04,-6.44E+02,-1.43E+01,-1.83E+02,1.95E+00,2.84E-01
7.16E+01,1.58E+03,6.40E+01,2.04E+00,2.85E+02,3.52E+04,-6.47E+02,-1.43E+01,-1.83E+02,1.95E+00,2.82E-01
7.16E+01,1.58E+03,6.39E+01,2.04E+00,2.86E+02,3.53E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.82E-01
7.20E+01,1.61E+03,6.50E+01,2.08E+00,2.96E+02,3.59E+04,-6.79E+02,-1.45E+01,-1.84E+02,2.03E+00,2.86E-01
7.16E+01,1.58E+03,6.39E+01,2.04E+00,2.85E+02,3.52E+04,-6.44E+02,-1.43E+01,-1.83E+02,1.95E+00,2.84E-01
7.16E+01,1.58E+03,6.40E+01,2.04E+00,2.85E+02,3.52E+04,-6.47E+02,-1.43E+01,-1.83E+02,1.95E+00,2.82E-01
7.16E+01,1.58E+03,6.39E+01,2.04E+00,2.86E+02,3.53E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.82E-01
7.17E+01,1.59E+03,6.40E+01,2.07E+00,2.88E+02,3.56E+04,-6.67E+02,-1.44E+01,-1.84E+02,2.00E+00,2.63E-01
7.16E+01,1.58E+03,6.37E+01,2.05E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.82E-01
7.16E+01,1.58E+03,6.39E+01,2.04E+00,2.85E+02,3.52E+04,-6.44E+02,-1.43E+01,-1.83E+02,1.95E+00,2.82E-01
7.17E+01,1.58E+03,6.41E+01,2.04E+00,2.87E+02,3.53E+04,-6.59E+02,-1.43E+01,-1.84E+02,1.94E+00,2.82E-01
7.16E+01,1.58E+03,6.37E+01,2.05E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.82E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.44E+02,-1.43E+01,-1.83E+02,1.95E+00,2.81E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.53E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.81E-01
7.16E+01,1.58E+03,6.37E+01,2.05E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.82E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.44E+02,-1.43E+01,-1.83E+02,1.95E+00,2.81E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.53E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.81E-01
7.17E+01,1.58E+03,6.39E+01,2.03E+00,2.87E+02,3.53E+04,-6.70E+02,-1.44E+01,-1.83E+02,1.94E+00,2.78E-01
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.75E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.43E+02,-1.43E+01,-1.83E+02,1.95E+00,2.80E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.53E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.81E-01
7.21E+01,1.62E+03,6.54E+01,2.08E+00,3.01E+02,3.62E+04,-7.13E+02,-1.47E+01,-1.84E+02,2.04E+00,2.79E-01
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.75E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.43E+02,-1.43E+01,-1.83E+02,1.95E+00,2.80E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.53E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.81E-01
7.16E+01,1.59E+03,6.39E+01,2.05E+00,2.88E+02,3.54E+04,-6.72E+02,-1.43E+01,-1.84E+02,2.00E+00,2.42E-01
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.75E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.43E+02,-1.43E+01,-1.83E+02,1.95E+00,2.80E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.53E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.81E-01
7.16E+01,1.58E+03,6.42E+01,2.04E+00,2.88E+02,3.54E+04,-6.66E+02,-1.43E+01,-1.84E+02,1.94E+00,2.85E-01
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.74E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.43E+02,-1.43E+01,-1.83E+02,1.95E+00,2.80E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.80E-01
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.74E-01
7.16E+01,1.58E+03,6.37E+01,2.04E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.80E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.80E-01
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.74E-01
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.76E-01
7.16E+01,1.58E+03,6.37E+01,2.05E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.81E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.78E-01
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.74E-01
7.16E+01,1.58E+03,6.37E+01,2.05E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.81E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.78E-01
7.17E+01,1.59E+03,6.42E+01,2.05E+00,2.91E+02,3.56E+04,-6.81E+02,-1.44E+01,-1.84E+02,1.97E+00,2.60E-01
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.74E-01
7.16E+01,1.58E+03,6.37E+01,2.05E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.81E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.78E-01
7.16E+01,1.58E+03,6.41E+01,2.05E+00,2.88E+02,3.54E+04,-6.69E+02,-1.44E+01,-1.84E+02,1.94E+00,2.78E-01
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.39E+02,-1.43E+01,-1.83E+02,1.95E+00,2.74E-01
7.16E+01,1.57E+03,6.36E+01,2.04E+00,2.84E+02,3.52E+04,-6.40E+02,-1.43E+01,-1.83E+02,1.95E+00,2.74E-01
7.16E+01,1.58E+03,6.38E+01,2.04E+00,2.85E+02,3.52E+04,-6.51E+02,-1.43E+01,-1.83E+02,1.95E+00,2.79E-01
7.16E+01,1.58E+03,6.41E+01,2.05E+00,2.88E+02,3.54E+04,-6.69E+02,-1.44E+01,-1.84E+02,1.94E+00,2.78E-01
